"price_name","price_area","price_status","price_age","price_condition","price_bhk","price_bhk_url","price_location","price_location_url","price_builder","price_builder_url"
"29.72 L","625","Under Construction","Possession by Dec 2022","New","1","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195367/1bhk-625-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"71.39 L","1410","Under Construction","Possession by Dec 2022","New","3","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195364/3bhk-1410-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"31.28 L","660","Under Construction","Possession by Dec 2022","New","1","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195358/1bhk-660-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"55.74 L","1085","Under Construction","Possession by Dec 2022","New","2","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195352/2bhk-1085-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"65.45 L","1280","Under Construction","Possession by Dec 2022","New","2","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195348/2bhk-1280-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"29.27 L","615","Under Construction","Possession by Dec 2022","New","1","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195343/1bhk-615-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"54.59 L","1060","Under Construction","Possession by Dec 2022","New","2","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195335/2bhk-1060-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"52.54 L","1015","Under Construction","Possession by Dec 2022","New","2","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195332/2bhk-1015-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"30.61 L","645","Under Construction","Possession by Dec 2022","New","1","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195327/1bhk-645-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"54.82 L","1065","Under Construction","Possession by Dec 2022","New","2","https://www.makaan.com/chennai/the-nest-builders-mascot-in-sithalapakkam-16195323/2bhk-1065-sqft-apartment","Sithalapakkam","https://www.makaan.com/chennai-property/sithalapakkam-flats-for-sale-51788","The Nest Builder","https://www.makaan.com/the-nest-builder-profile-1856022"
"2.21 Cr","1250","Under Construction","Possession by Nov 2020","New","3","https://www.makaan.com/chennai/india-builders-sri-padhuka-in-anna-nagar-9938964/3bhk-1250-sqft-apartment","Anna Nagar","https://www.makaan.com/chennai-property/anna-nagar-flats-for-sale-50379","India Builders Limited","https://www.makaan.com/india-builders-limited-profile-1931003"
"47.38 L","1030","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804256/2bhk-1030-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"47.15 L","1025","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804255/2bhk-1025-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"42.55 L","925","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804254/2bhk-925-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"44.39 L","965","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804253/2bhk-965-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"50.6 L","1100","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804252/2bhk-1100-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"42.78 L","930","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804251/2bhk-930-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"45.54 L","990","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804250/2bhk-990-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"55.79 L","1213","Ready to move","2 - 3 years old","New","3","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804248/3bhk-1213-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"49.91 L","1085","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804247/2bhk-1085-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"46.92 L","1020","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804246/2bhk-1020-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"48.99 L","1065","Ready to move","2 - 3 years old","New","2","https://www.makaan.com/chennai/abhinitha-foundation-vikas-vibhav-in-kolapakkam-15804245/2bhk-1065-sqft-apartment","Kolapakkam","https://www.makaan.com/chennai-property/kolapakkam-flats-for-sale-51232","Ram","https://www.makaan.com/ram-profile-100128564"
"33.29 L","1009","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/shatapatri-estates-alta-in-thaiyur-15802694/2bhk-1009-sqft-apartment","Thaiyur","https://www.makaan.com/chennai-property/thaiyur-flats-for-sale-71344","Shatapatri Estates Pvt Ltd","https://www.makaan.com/shatapatri-estates-pvt-ltd-profile-100318959"
"39.5 L","1197","Under Construction","Possession by Nov 2022","New","3","https://www.makaan.com/chennai/shatapatri-estates-alta-in-thaiyur-15802693/3bhk-1197-sqft-apartment","Thaiyur","https://www.makaan.com/chennai-property/thaiyur-flats-for-sale-71344","Shatapatri Estates Pvt Ltd","https://www.makaan.com/shatapatri-estates-pvt-ltd-profile-100318959"
"33.42 L","1013","Under Construction","Possession by Nov 2022","New","2","https://www.makaan.com/chennai/shatapatri-estates-alta-in-thaiyur-15802692/2bhk-1013-sqft-apartment","Thaiyur","https://www.makaan.com/chennai-property/thaiyur-flats-for-sale-71344","Shatapatri Estates Pvt Ltd","https://www.makaan.com/shatapatri-estates-pvt-ltd-profile-100318959"
"72.2 L","1313","Ready to move","0 - 1 year old","New","2","https://www.makaan.com/chennai/shri-raman-developers-ridgewood-condos-in-thoraipakkam-omr-15828871/2bhk-1313-sqft-apartment","Thoraipakkam OMR","https://www.makaan.com/chennai-property/thoraipakkam-omr-flats-for-sale-51280","Shri Raman Developers","https://www.makaan.com/shri-raman-developers-profile-100321483"
"49.05 L","892","Ready to move","0 - 1 year old","New","2","https://www.makaan.com/chennai/shri-raman-developers-ridgewood-condos-in-thoraipakkam-omr-15828870/2bhk-892-sqft-apartment","Thoraipakkam OMR","https://www.makaan.com/chennai-property/thoraipakkam-omr-flats-for-sale-51280","Shri Raman Developers","https://www.makaan.com/shri-raman-developers-profile-100321483"
"64.77 L","1178","Ready to move","0 - 1 year old","New","2","https://www.makaan.com/chennai/shri-raman-developers-ridgewood-condos-in-thoraipakkam-omr-15828869/2bhk-1178-sqft-apartment","Thoraipakkam OMR","https://www.makaan.com/chennai-property/thoraipakkam-omr-flats-for-sale-51280","Shri Raman Developers","https://www.makaan.com/shri-raman-developers-profile-100321483"
"32.3 L","718","Under Construction","Possession by Oct 2021","New","2","https://www.makaan.com/chennai/sri-hari-developers-madhav-in-poonamallee-16023052/2bhk-718-sqft-apartment","Poonamallee","https://www.makaan.com/chennai-property/poonamallee-flats-for-sale-50300","Sri Hari Developers","https://www.makaan.com/sri-hari-developers-profile-752938"
"38.6 L","858","Under Construction","Possession by Oct 2021","New","2","https://www.makaan.com/chennai/sri-hari-developers-madhav-in-poonamallee-16023049/2bhk-858-sqft-apartment","Poonamallee","https://www.makaan.com/chennai-property/poonamallee-flats-for-sale-50300","Sri Hari Developers","https://www.makaan.com/sri-hari-developers-profile-752938"
"33.42 L","743","Under Construction","Possession by Oct 2021","New","2","https://www.makaan.com/chennai/sri-hari-developers-madhav-in-poonamallee-16023042/2bhk-743-sqft-apartment","Poonamallee","https://www.makaan.com/chennai-property/poonamallee-flats-for-sale-50300","Sri Hari Developers","https://www.makaan.com/sri-hari-developers-profile-752938"
"38.96 L","866","Under Construction","Possession by Oct 2021","New","2","https://www.makaan.com/chennai/sri-hari-developers-madhav-in-poonamallee-16023033/2bhk-866-sqft-apartment","Poonamallee","https://www.makaan.com/chennai-property/poonamallee-flats-for-sale-50300","Sri Hari Developers","https://www.makaan.com/sri-hari-developers-profile-752938"
"42.28 L","588","Under Construction","Possession by Nov 2021","1 Bathrooms","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16077181/2bhk-1t-588-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Radiance Realty Developers","https://www.makaan.com/radiance-realty-developers-profile-103125"
"73.82 L","1085","Under Construction","Possession by Nov 2021","New","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16077180/2bhk-1085-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Radiance Realty Developers","https://www.makaan.com/radiance-realty-developers-profile-103125"
"73.82 L","1085","Under Construction","Possession by Nov 2021","New","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16077179/2bhk-1085-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Radiance Realty Developers","https://www.makaan.com/radiance-realty-developers-profile-103125"
"42.28 L","588","Under Construction","Possession by Nov 2021","1 Bathrooms","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16077178/2bhk-1t-588-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Radiance Realty Developers","https://www.makaan.com/radiance-realty-developers-profile-103125"
"42.28 L","588","Under Construction","Possession by Nov 2021","1 Bathrooms","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16077177/2bhk-1t-588-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Radiance Realty Developers","https://www.makaan.com/radiance-realty-developers-profile-103125"
"73.82 L","1085","Under Construction","Possession by Nov 2021","New","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16077176/2bhk-1085-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Radiance Realty Developers","https://www.makaan.com/radiance-realty-developers-profile-103125"
